id	family	commonName	otherName
Tyto soumagnei	Tytonidae	Red Owl	NULL
Tyto tenebricosa	Tytonidae	Greater Sooty Owl	NULL
Upucerthia albigula	Furnariidae	White-throated Earthcreeper	NULL
Upucerthia dumetaria	Furnariidae	Scale-throated Earthcreeper	NULL
Upucerthia saturatior	Furnariidae	Patagonian Forest Earthcreeper	NULL
Upucerthia validirostris	Furnariidae	Buff-breasted Earthcreeper	NULL
Upupa africana	Upupidae	African Hoopoe	NULL
Upupa antaios	Upupidae	St. Helena Hoopoe	NULL
Upupa epops	Upupidae	Eurasian Hoopoe	NULL
Upupa marginata	Upupidae	Madagascar Hoopoe	NULL
Uraeginthus angolensis	Estrildidae	Blue Waxbill	NULL
Uraeginthus bengalus	Estrildidae	Red-cheeked Cordon-bleu	NULL
Uraeginthus cyanocephalus	Estrildidae	Blue-capped Cordon-bleu	NULL
Uranomitra franciae	Trochilidae	Andean Emerald	NULL
Uratelornis chimaera	Brachypteraciidae	Long-tailed Ground Roller	NULL
Uria aalge	Alcidae	Common Murre	NULL
Uria lomvia	Alcidae	Thick-billed Murre	NULL
Urile pelagicus	Phalacrocoracidae	Pelagic Cormorant	NULL
Urile penicillatus	Phalacrocoracidae	Brandt's Cormorant	NULL
Urile perspicillatus	Phalacrocoracidae	Spectacled Cormorant	NULL
Urile urile	Phalacrocoracidae	Red-faced Cormorant	NULL
Urochroa bougueri	Trochilidae	Rufous-gaped Hillstar	NULL
Urochroa leucura	Trochilidae	Green-backed Hillstar	NULL
Urocissa caerulea	Corvidae	Taiwan Blue Magpie	NULL
Urocissa erythroryncha	Corvidae	Red-billed Blue Magpie	NULL
Urocissa flavirostris	Corvidae	Yellow-billed Blue Magpie	NULL
Urocissa ornata	Corvidae	Sri Lanka Blue Magpie	NULL
Urocissa whiteheadi	Corvidae	White-winged Magpie	NULL
Urocolius indicus	Coliidae	Red-faced Mousebird	NULL
Urocolius macrourus	Coliidae	Blue-naped Mousebird	NULL
Urocynchramus pylzowi	Urocynchramidae	Przevalski's Finch	NULL
Urodynamis taitensis	Cuculidae	Pacific Long-tailed Cuckoo	NULL
Uroglaux dimorpha	Strigidae	Papuan Hawk-Owl	NULL
Urolais epichlorus	Cisticolidae	Green Longtail	NULL
Urolestes melanoleucus	Laniidae	Magpie Shrike	NULL
Uromyias agilis	Tyrannidae	Agile Tit-Tyrant	NULL
Uromyias agraphia	Tyrannidae	Unstreaked Tit-Tyrant	NULL
Uropelia campestris	Columbidae	Long-tailed Ground Dove	NULL
Uropsalis lyra	Caprimulgidae	Lyre-tailed Nightjar	NULL
Uropsalis segmentata	Caprimulgidae	Swallow-tailed Nightjar	NULL
Uropsila leucogastra	Troglodytidae	White-bellied Wren	NULL
Urosphena squameiceps	Cettiidae	Asian Stubtail	NULL
Urosphena subulata	Cettiidae	Timor Stubtail	NULL
Urosphena whiteheadi	Cettiidae	Bornean Stubtail	NULL
Urosticte benjamini	Trochilidae	Purple-bibbed Whitetip	NULL
Urosticte ruficrissa	Trochilidae	Rufous-vented Whitetip	NULL
Urothraupis stolzmanni	Thraupidae	Black-backed Bush Tanager	NULL
Urotriorchis macrourus	Accipitridae	Long-tailed Hawk	NULL
Vanellus albiceps	Charadriidae	White-crowned Lapwing	NULL
Vanellus armatus	Charadriidae	Blacksmith Lapwing	NULL
Vanellus chilensis	Charadriidae	Southern Lapwing	NULL
Vanellus cinereus	Charadriidae	Grey-headed Lapwing	NULL
Vanellus coronatus	Charadriidae	Crowned Lapwing	NULL
Vanellus crassirostris	Charadriidae	Long-toed Lapwing	NULL
Vanellus duvaucelii	Charadriidae	River Lapwing	NULL
Vanellus gregarius	Charadriidae	Sociable Lapwing	NULL
Vanellus indicus	Charadriidae	Red-wattled Lapwing	NULL
Vanellus leucurus	Charadriidae	White-tailed Lapwing	NULL
Vanellus lugubris	Charadriidae	Senegal Lapwing	NULL
Vanellus macropterus	Charadriidae	Javan Lapwing	NULL
Vanellus malabaricus	Charadriidae	Yellow-wattled Lapwing	NULL
Vanellus melanocephalus	Charadriidae	Spot-breasted Lapwing	NULL
Vanellus melanopterus	Charadriidae	Black-winged Lapwing	NULL
Vanellus miles	Charadriidae	Masked Lapwing	NULL
Vanellus resplendens	Charadriidae	Andean Lapwing	NULL
Vanellus senegallus	Charadriidae	African Wattled Lapwing	NULL
Vanellus spinosus	Charadriidae	Spur-winged Lapwing	NULL
Vanellus superciliosus	Charadriidae	Brown-chested Lapwing	NULL
Vanellus tectus	Charadriidae	Black-headed Lapwing	NULL
Vanellus tricolor	Charadriidae	Banded Lapwing	NULL
Vanellus vanellus	Charadriidae	Northern Lapwing	NULL
Vanga curvirostris	Vangidae	Hook-billed Vanga	NULL
Vauriella albigularis	Muscicapidae	White-throated Jungle Flycatcher	NULL
Vauriella goodfellowi	Muscicapidae	Slaty-backed Jungle Flycatcher	NULL
Vauriella gularis	Muscicapidae	Eyebrowed Jungle Flycatcher	NULL
Vauriella insignis	Muscicapidae	White-browed Jungle Flycatcher	NULL
Veles binotatus	Caprimulgidae	Brown Nightjar	NULL
Veniliornis affinis	Picidae	Red-stained Woodpecker	NULL
Veniliornis callonotus	Picidae	Scarlet-backed Woodpecker	NULL
Veniliornis cassini	Picidae	Golden-collared Woodpecker	NULL
Veniliornis chocoensis	Picidae	Choco Woodpecker	NULL
Veniliornis dignus	Picidae	Yellow-vented Woodpecker	NULL
Veniliornis frontalis	Picidae	Dot-fronted Woodpecker	NULL
Veniliornis kirkii	Picidae	Red-rumped Woodpecker	NULL
Veniliornis lignarius	Picidae	Striped Woodpecker	NULL
Veniliornis maculifrons	Picidae	Yellow-eared Woodpecker	NULL
Veniliornis mixtus	Picidae	Checkered Woodpecker	NULL
Veniliornis nigriceps	Picidae	Bar-bellied Woodpecker	NULL
Veniliornis passerinus	Picidae	Little Woodpecker	NULL
Veniliornis sanguineus	Picidae	Blood-colored Woodpecker	NULL
Veniliornis spilogaster	Picidae	White-spotted Woodpecker	NULL
Vermivora bachmanii	Parulidae	Bachman's Warbler	NULL
Vermivora chrysoptera	Parulidae	Golden-winged Warbler	NULL
Vermivora cyanoptera	Parulidae	Blue-winged Warbler	NULL
Vidua camerunensis	Viduidae	Cameroon Indigobird	NULL
Vidua chalybeata	Viduidae	Village Indigobird	NULL
Vidua codringtoni	Viduidae	Zambezi Indigobird	NULL
Vidua fischeri	Viduidae	Straw-tailed Whydah	NULL
Vidua funerea	Viduidae	Dusky Indigobird	NULL
Vidua hypocherina	Viduidae	Steel-blue Whydah	NULL
Vidua interjecta	Viduidae	Exclamatory Paradise Whydah	NULL
Vidua larvaticola	Viduidae	Barka Indigobird	NULL
Vidua macroura	Viduidae	Pin-tailed Whydah	NULL
Vidua maryae	Viduidae	Jos Plateau Indigobird	NULL
Vidua nigeriae	Viduidae	Quailfinch Indigobird	NULL
Vidua obtusa	Viduidae	Broad-tailed Paradise Whydah	NULL
Vidua orientalis	Viduidae	Sahel Paradise Whydah	NULL
Vidua paradisaea	Viduidae	Long-tailed Paradise Whydah	NULL
Vidua purpurascens	Viduidae	Purple Indigobird	NULL
Vidua raricola	Viduidae	Jambandu Indigobird	NULL
Vidua regia	Viduidae	Shaft-tailed Whydah	NULL
Vidua togoensis	Viduidae	Togo Paradise Whydah	NULL
Vidua wilsoni	Viduidae	Wilson's Indigobird	NULL
Vini amabilis	Psittaculidae	Red-throated Lorikeet	NULL
Vini australis	Psittaculidae	Blue-crowned Lorikeet	NULL
Vini diadema	Psittaculidae	New Caledonian Lorikeet	NULL
Vini kuhlii	Psittaculidae	Kuhl's Lorikeet	NULL
Vini meeki	Psittaculidae	Meek's Lorikeet	NULL
Vini palmarum	Psittaculidae	Palm Lorikeet	NULL
Vini peruviana	Psittaculidae	Blue Lorikeet	NULL
Vini rubrigularis	Psittaculidae	Red-chinned Lorikeet	NULL
Vini solitaria	Psittaculidae	Collared Lory	NULL
Vini stepheni	Psittaculidae	Stephen's Lorikeet	NULL
Vini ultramarina	Psittaculidae	Ultramarine Lorikeet	NULL
Vireo altiloquus	Vireonidae	Black-whiskered Vireo	NULL
Vireo approximans	Vireonidae	Providencia Vireo	NULL
Vireo atricapilla	Vireonidae	Black-capped Vireo	NULL
Vireo bairdi	Vireonidae	Cozumel Vireo	NULL
Vireo bellii	Vireonidae	Bell's Vireo	NULL
Vireo brevipennis	Vireonidae	Slaty Vireo	NULL
Vireo caribaeus	Vireonidae	San Andres Vireo	NULL
Vireo carmioli	Vireonidae	Yellow-winged Vireo	NULL
Vireo cassinii	Vireonidae	Cassin's Vireo	NULL
Vireo chivi	Vireonidae	Chivi Vireo	NULL
Vireo crassirostris	Vireonidae	Thick-billed Vireo	NULL
Vireo flavifrons	Vireonidae	Yellow-throated Vireo	NULL
Vireo flavoviridis	Vireonidae	Yellow-green Vireo	NULL
Vireo gilvus	Vireonidae	Warbling Vireo	NULL
Vireo gracilirostris	Vireonidae	Noronha Vireo	NULL
Vireo griseus	Vireonidae	White-eyed Vireo	NULL
Vireo gundlachii	Vireonidae	Cuban Vireo	NULL
Vireo huttoni	Vireonidae	Hutton's Vireo	NULL
Vireo hypochryseus	Vireonidae	Golden Vireo	NULL
Vireo latimeri	Vireonidae	Puerto Rican Vireo	NULL
Vireo leucophrys	Vireonidae	Brown-capped Vireo	NULL
Vireo magister	Vireonidae	Yucatan Vireo	NULL
Vireo masteri	Vireonidae	Choco Vireo	NULL
Vireo modestus	Vireonidae	Jamaican Vireo	NULL
Vireo nanus	Vireonidae	Flat-billed Vireo	NULL
Vireo nelsoni	Vireonidae	Dwarf Vireo	NULL
Vireo olivaceus	Vireonidae	Red-eyed Vireo	NULL
Vireo osburni	Vireonidae	Blue Mountain Vireo	NULL
Vireo pallens	Vireonidae	Mangrove Vireo	NULL
Vireo philadelphicus	Vireonidae	Philadelphia Vireo	NULL
Vireo plumbeus	Vireonidae	Plumbeous Vireo	NULL
Vireo sclateri	Vireonidae	Tepui Vireo	NULL
Vireo solitarius	Vireonidae	Blue-headed Vireo	NULL
Vireo vicinior	Vireonidae	Grey Vireo	NULL
Vireolanius eximius	Vireonidae	Yellow-browed Shrike-Vireo	NULL
Vireolanius leucotis	Vireonidae	Slaty-capped Shrike-Vireo	NULL
Vireolanius melitophrys	Vireonidae	Chestnut-sided Shrike-Vireo	NULL
Vireolanius pulchellus	Vireonidae	Green Shrike-Vireo	NULL
Viridonia sagittirostris	Fringillidae	Greater 'amakihi	NULL
Volatinia jacarina	Thraupidae	Blue-black Grassquit	NULL
Vosea whitemanensis	Meliphagidae	Gilliard's Honeyeater	NULL
Vultur gryphus	Cathartidae	Andean Condor	NULL
Wetmorethraupis sterrhopteron	Thraupidae	Orange-throated Tanager	NULL
Willisornis poecilinotus	Thamnophilidae	Common Scale-backed Antbird	NULL
Willisornis vidua	Thamnophilidae	Xingu Scale-backed Antbird	NULL
Xanthocephalus xanthocephalus	Icteridae	Yellow-headed Blackbird	NULL
Xanthomixis apperti	Bernieridae	Appert's Tetraka	NULL
Xanthomixis cinereiceps	Bernieridae	Grey-crowned Tetraka	NULL
Xanthomixis tenebrosa	Bernieridae	Dusky Tetraka	NULL
Xanthomixis zosterops	Bernieridae	Spectacled Tetraka	NULL
Xanthopsar flavus	Icteridae	Saffron-cowled Blackbird	NULL
Xanthotis flaviventer	Meliphagidae	Tawny-breasted Honeyeater	NULL
Xanthotis macleayanus	Meliphagidae	Macleay's Honeyeater	NULL
Xanthotis polygrammus	Meliphagidae	Spotted Honeyeater	NULL
Xema sabini	Laridae	Sabine's Gull	NULL
Xenerpestes minlosi	Furnariidae	Double-banded Greytail	NULL
Xenerpestes singularis	Furnariidae	Equatorial Greytail	NULL
Xenicus gilviventris	Acanthisittidae	New Zealand Rockwren	NULL
Xenicus longipes	Acanthisittidae	Bushwren	NULL
Xenocopsychus ansorgei	Muscicapidae	Angola Cave Chat	Angolan Cave Chat
Xenodacnis parina	Thraupidae	Tit-like Dacnis	NULL
Xenoglaux loweryi	Strigidae	Long-whiskered Owlet	NULL
Xenoligea montana	Phaenicophilidae	White-winged Warbler	NULL
Xenoperdix obscuratus	Phasianidae	Rubeho Forest Partridge	NULL
Xenoperdix udzungwensis	Phasianidae	Udzungwa Forest Partridge	NULL
Xenopipo atronitens	Pipridae	Black Manakin	NULL
Xenopipo uniformis	Pipridae	Olive Manakin	NULL
Xenopirostris damii	Vangidae	Van Dam's Vanga	NULL
Xenopirostris polleni	Vangidae	Pollen's Vanga	NULL
Xenopirostris xenopirostris	Vangidae	Lafresnaye's Vanga	NULL
Xenops minutus	Furnariidae	Plain Xenops	NULL
Xenops rutilans	Furnariidae	Streaked Xenops	NULL
Xenops tenuirostris	Furnariidae	Slender-billed Xenops	NULL
Xenopsaris albinucha	Tityridae	White-naped Xenopsaris	NULL
Xenornis setifrons	Thamnophilidae	Speckled Antshrike	NULL
Xenospingus concolor	Thraupidae	Slender-billed Finch	NULL
Xenospiza baileyi	Passerellidae	Sierra Madre Sparrow	NULL
Xenotriccus callizonus	Tyrannidae	Belted Flycatcher	NULL
Xenotriccus mexicanus	Tyrannidae	Pileated Flycatcher	NULL
Xenus cinereus	Scolopacidae	Terek Sandpiper	NULL
Xiphidiopicus percussus	Picidae	Cuban Green Woodpecker	NULL
Xiphocolaptes albicollis	Furnariidae	White-throated Woodcreeper	NULL
Xiphocolaptes falcirostris	Furnariidae	Moustached Woodcreeper	NULL
Xiphocolaptes major	Furnariidae	Great Rufous Woodcreeper	NULL
Xiphocolaptes promeropirhynchus	Furnariidae	Strong-billed Woodcreeper	NULL
Xipholena atropurpurea	Cotingidae	White-winged Cotinga	NULL
Xipholena lamellipennis	Cotingidae	White-tailed Cotinga	NULL
Xipholena punicea	Cotingidae	Pompadour Cotinga	NULL
Xiphorhynchus atlanticus	Furnariidae	Ceara Woodcreeper	NULL
Xiphorhynchus chunchotambo	Furnariidae	Tschudi's Woodcreeper	NULL
Xiphorhynchus elegans	Furnariidae	Elegant Woodcreeper	NULL
Xiphorhynchus erythropygius	Furnariidae	Spotted Woodcreeper	NULL
Xiphorhynchus flavigaster	Furnariidae	Ivory-billed Woodcreeper	NULL
Xiphorhynchus fuscus	Furnariidae	Lesser Woodcreeper	NULL
Xiphorhynchus guttatus	Furnariidae	Buff-throated Woodcreeper	NULL
Xiphorhynchus lachrymosus	Furnariidae	Black-striped Woodcreeper	NULL
Xiphorhynchus obsoletus	Furnariidae	Striped Woodcreeper	NULL
Xiphorhynchus ocellatus	Furnariidae	Ocellated Woodcreeper	NULL
Xiphorhynchus pardalotus	Furnariidae	Chestnut-rumped Woodcreeper	NULL
Xiphorhynchus spixii	Furnariidae	Spix's Woodcreeper	NULL
Xiphorhynchus susurrans	Furnariidae	Cocoa Woodcreeper	NULL
Xiphorhynchus triangularis	Furnariidae	Olive-backed Woodcreeper	NULL
Xolmis irupero	Tyrannidae	White Monjita	NULL
Xolmis velatus	Tyrannidae	White-rumped Monjita	NULL
Yuhina bakeri	Zosteropidae	White-naped Yuhina	NULL
Yuhina brunneiceps	Zosteropidae	Taiwan Yuhina	NULL
Yuhina flavicollis	Zosteropidae	Whiskered Yuhina	NULL
Yuhina gularis	Zosteropidae	Stripe-throated Yuhina	NULL
Yuhina humilis	Zosteropidae	Burmese Yuhina	NULL
Yuhina nigrimenta	Zosteropidae	Black-chinned Yuhina	NULL
Yuhina occipitalis	Zosteropidae	Rufous-vented Yuhina	NULL
Yungipicus canicapillus	Picidae	Grey-capped Pygmy Woodpecker	NULL
Yungipicus kizuki	Picidae	Japanese Pygmy Woodpecker	NULL
Yungipicus maculatus	Picidae	Philippine Pygmy Woodpecker	NULL
Yungipicus moluccensis	Picidae	Sunda Pygmy Woodpecker	NULL
Yungipicus nanus	Picidae	Brown-capped Pygmy Woodpecker	NULL
Yungipicus ramsayi	Picidae	Sulu Pygmy Woodpecker	NULL
Yungipicus temminckii	Picidae	Sulawesi Pygmy Woodpecker	NULL
Zanclostomus javanicus	Cuculidae	Red-billed Malkoha	NULL
Zanda baudinii	Cacatuidae	Baudin's Black Cockatoo	Baudin's Cockatoo
Zanda funerea	Cacatuidae	Yellow-tailed Black Cockatoo	NULL
Zanda latirostris	Cacatuidae	Carnaby's Black Cockatoo	NULL
Zapornia akool	Rallidae	Brown Crake	NULL
Zapornia astrictocarpus	Rallidae	St. Helena Crake	NULL
Zapornia atra	Rallidae	Henderson Crake	NULL
Zapornia bicolor	Rallidae	Black-tailed Crake	NULL
Zapornia flavirostra	Rallidae	Black Crake	NULL
Zapornia fusca	Rallidae	Ruddy-breasted Crake	NULL
Zapornia monasa	Rallidae	Kosrae Crake	NULL
Zapornia nigra	Rallidae	Tahiti Crake	NULL
Zapornia olivieri	Rallidae	Sakalava Rail	NULL
Zapornia palmeri	Rallidae	Laysan Rail	NULL
Zapornia parva	Rallidae	Little Crake	NULL
Zapornia paykullii	Rallidae	Band-bellied Crake	NULL
Zapornia pusilla	Rallidae	Baillon's Crake	NULL
Zapornia sandwichensis	Rallidae	Hawaiian Rail	NULL
Zapornia tabuensis	Rallidae	Spotless Crake	NULL
Zaratornis stresemanni	Cotingidae	White-cheeked Cotinga	NULL
Zavattariornis stresemanni	Corvidae	Stresemann's Bushcrow	NULL
Zebrilus undulatus	Ardeidae	Zigzag Heron	NULL
Zeledonia coronata	Zeledoniidae	Wrenthrush	NULL
Zenaida asiatica	Columbidae	White-winged Dove	NULL
Zenaida auriculata	Columbidae	Eared Dove	NULL
Zenaida aurita	Columbidae	Zenaida Dove	NULL
Zenaida galapagoensis	Columbidae	Galapagos Dove	NULL
Zenaida graysoni	Columbidae	Socorro Dove	NULL
Zenaida macroura	Columbidae	Mourning Dove	NULL
Zenaida meloda	Columbidae	West Peruvian Dove	NULL
Zentrygon albifacies	Columbidae	White-faced Quail-Dove	NULL
Zentrygon carrikeri	Columbidae	Tuxtla Quail-Dove	NULL
Zentrygon chiriquensis	Columbidae	Chiriqui Quail-Dove	NULL
Zentrygon costaricensis	Columbidae	Buff-fronted Quail-Dove	NULL
Zentrygon frenata	Columbidae	White-throated Quail-Dove	NULL
Zentrygon goldmani	Columbidae	Russet-crowned Quail-Dove	NULL
Zentrygon lawrencii	Columbidae	Purplish-backed Quail-Dove	NULL
Zentrygon linearis	Columbidae	Lined Quail-Dove	NULL
Zimmerius acer	Tyrannidae	Guianan Tyrannulet	NULL
Zimmerius albigularis	Tyrannidae	Choco Tyrannulet	NULL
Zimmerius bolivianus	Tyrannidae	Bolivian Tyrannulet	NULL
Zimmerius chicomendesi	Tyrannidae	Chico's Tyrannulet	NULL
Zimmerius chrysops	Tyrannidae	Golden-faced Tyrannulet	NULL
Zimmerius cinereicapilla	Tyrannidae	Red-billed Tyrannulet	NULL
Zimmerius flavidifrons	Tyrannidae	Loja Tyrannulet	NULL
Zimmerius gracilipes	Tyrannidae	Slender-footed Tyrannulet	NULL
Zimmerius improbus	Tyrannidae	Spectacled Tyrannulet	NULL
Zimmerius minimus	Tyrannidae	Coopmans's Tyrannulet	NULL
Zimmerius parvus	Tyrannidae	Mistletoe Tyrannulet	NULL
Zimmerius petersi	Tyrannidae	Venezuelan Tyrannulet	NULL
Zimmerius vilissimus	Tyrannidae	Guatemalan Tyrannulet	NULL
Zimmerius villarejoi	Tyrannidae	Mishana Tyrannulet	NULL
Zimmerius viridiflavus	Tyrannidae	Peruvian Tyrannulet	NULL
Zonerodius heliosylus	Ardeidae	Forest Bittern	NULL
Zonotrichia albicollis	Passerellidae	White-throated Sparrow	NULL
Zonotrichia atricapilla	Passerellidae	Golden-crowned Sparrow	NULL
Zonotrichia capensis	Passerellidae	Rufous-collared Sparrow	NULL
Zonotrichia leucophrys	Passerellidae	White-crowned Sparrow	NULL
Zonotrichia querula	Passerellidae	Harris's Sparrow	NULL
Zoonavena grandidieri	Apodidae	Madagascar Spinetail	NULL
Zoonavena sylvatica	Apodidae	White-rumped Spinetail	NULL
Zoonavena thomensis	Apodidae	Sao Tome Spinetail	NULL
Zoothera andromedae	Turdidae	Sunda Thrush	NULL
Zoothera aurea	Turdidae	White's Thrush	NULL
Zoothera dauma	Turdidae	Scaly Thrush	NULL
Zoothera dixoni	Turdidae	Long-tailed Thrush	NULL
Zoothera everetti	Turdidae	Everett's Thrush	NULL
Zoothera griseiceps	Turdidae	Sichuan Thrush	NULL
Zoothera heinei	Turdidae	Russet-tailed Thrush	NULL
Zoothera heinrichi	Turdidae	Geomalia	NULL
Zoothera imbricata	Turdidae	Sri Lanka Thrush	NULL
Zoothera lunulata	Turdidae	Bassian Thrush	NULL
Zoothera machiki	Turdidae	Fawn-breasted Thrush	NULL
Zoothera major	Turdidae	Amami Thrush	NULL
Zoothera margaretae	Turdidae	Makira Thrush	NULL
Zoothera marginata	Turdidae	Dark-sided Thrush	NULL
Zoothera mollissima	Turdidae	Alpine Thrush	NULL
Zoothera monticola	Turdidae	Long-billed Thrush	NULL
Zoothera neilgherriensis	Turdidae	Nilgiri Thrush	NULL
Zoothera salimalii	Turdidae	Himalayan Thrush	NULL
Zoothera talaseae	Turdidae	Black-backed Thrush	NULL
Zoothera terrestris	Turdidae	Bonin Thrush	NULL
Zosterops abyssinicus	Zosteropidae	Abyssinian White-eye	NULL
Zosterops albogularis	Zosteropidae	White-chested White-eye	NULL
Zosterops aldabrensis	Zosteropidae	Aldabra White-eye	NULL
Zosterops anderssoni	Zosteropidae	Southern Yellow White-eye	NULL
Zosterops anomalus	Zosteropidae	Black-ringed White-eye	NULL
Zosterops atricapilla	Zosteropidae	Black-capped White-eye	NULL
Zosterops atriceps	Zosteropidae	Cream-throated White-eye	NULL
Zosterops atrifrons	Zosteropidae	Black-crowned White-eye	NULL
Zosterops auriventer	Zosteropidae	Hume's White-eye	NULL
Zosterops borbonicus	Zosteropidae	Reunion Grey White-eye	NULL
Zosterops brunneus	Zosteropidae	Fernando Po Speirops	NULL
Zosterops buruensis	Zosteropidae	Buru White-eye	NULL
Zosterops ceylonensis	Zosteropidae	Sri Lanka White-eye	NULL
Zosterops chloris	Zosteropidae	Lemon-bellied White-eye	NULL
Zosterops chloronothos	Zosteropidae	Mauritius Olive White-eye	NULL
Zosterops chrysolaemus	Zosteropidae	Black-fronted White-eye	NULL
Zosterops cinereus	Zosteropidae	Kosrae White-eye	NULL
Zosterops citrinella	Zosteropidae	Ashy-bellied White-eye	NULL
Zosterops consobrinorum	Zosteropidae	Pale-bellied White-eye	NULL
Zosterops conspicillatus	Zosteropidae	Bridled White-eye	NULL
Zosterops crookshanki	Zosteropidae	Oya Tabu White-eye	NULL
Zosterops dehaani	Zosteropidae	Morotai White-eye	NULL
Zosterops emiliae	Zosteropidae	Mountain Blackeye	NULL
Zosterops erythropleurus	Zosteropidae	Chestnut-flanked White-eye	NULL
Zosterops eurycricotus	Zosteropidae	Broad-ringed White-eye	NULL
Zosterops everetti	Zosteropidae	Everett's White-eye	NULL
Zosterops explorator	Zosteropidae	Fiji White-eye	NULL
Zosterops feae	Zosteropidae	Sao Tome White-eye	NULL
Zosterops ficedulinus	Zosteropidae	Principe White-eye	NULL
Zosterops finschii	Zosteropidae	Dusky White-eye	NULL
Zosterops flavifrons	Zosteropidae	Vanuatu White-eye	NULL
Zosterops flavilateralis	Zosteropidae	Pale White-eye	NULL
Zosterops flavissimus	Zosteropidae	Wakatobi White-eye	NULL
Zosterops flavus	Zosteropidae	Javan White-eye	NULL
Zosterops fuscicapilla	Zosteropidae	Capped White-eye	NULL
Zosterops gibbsi	Zosteropidae	Vanikoro White-eye	NULL
Zosterops grayi	Zosteropidae	Pearl-bellied White-eye	NULL
Zosterops griseotinctus	Zosteropidae	Louisiade White-eye	NULL
Zosterops griseovirescens	Zosteropidae	Annobon White-eye	NULL
Zosterops hamlini	Zosteropidae	Bougainville White-eye	NULL
Zosterops hypolais	Zosteropidae	Plain White-eye	NULL
Zosterops hypoxanthus	Zosteropidae	Bismarck White-eye	NULL
Zosterops inornatus	Zosteropidae	Large Lifou White-eye	NULL
Zosterops japonicus	Zosteropidae	Warbling White-eye	NULL
Zosterops kikuyuensis	Zosteropidae	Kikuyu White-eye	NULL
Zosterops kirki	Zosteropidae	Kirk's White-eye	NULL
Zosterops kuehni	Zosteropidae	Ambon White-eye	NULL
Zosterops kulambangrae	Zosteropidae	Solomons White-eye	NULL
Zosterops lacertosus	Zosteropidae	Sanford's White-eye	NULL
Zosterops lateralis	Zosteropidae	Silvereye	NULL
Zosterops leucophaeus	Zosteropidae	Principe Speirops	NULL
Zosterops lugubris	Zosteropidae	Black-capped Speirops	NULL
Zosterops luteirostris	Zosteropidae	Gizo White-eye	NULL
Zosterops luteus	Zosteropidae	Canary White-eye	NULL
Zosterops maderaspatanus	Zosteropidae	Malagasy White-eye	NULL
Zosterops mauritianus	Zosteropidae	Mauritius Grey White-eye	NULL
Zosterops mayottensis	Zosteropidae	Mayotte White-eye	NULL
Zosterops mbuluensis	Zosteropidae	Mbulu White-eye	NULL
Zosterops meeki	Zosteropidae	Tagula White-eye	NULL
Zosterops melanocephalus	Zosteropidae	Mount Cameroon Speirops	NULL
Zosterops melanurus	Zosteropidae	Sangkar White-eye	NULL
Zosterops metcalfii	Zosteropidae	Yellow-throated White-eye	NULL
Zosterops meyeni	Zosteropidae	Lowland White-eye	NULL
